t,u,Wa,Wb,pH
8910,24,-0.000992475387058009,0.00042595804991321,10.4761451611542
8912.54655288265,24,-0.000991673532010028,0.000426104567655091,10.4750117748555
8915,24,-0.000990926632064392,0.000426241043809629,10.4739544124441
8917.45344711735,24,-0.000990205670893503,0.000426372780341073,10.472932255496
8920,24,-0.000989482841011174,0.000426504858329968,10.4719059517872
8922.54655288265,24,-0.000988785991305715,0.00042663218913063,10.4709151134851
8925,24,-0.00098813690016582,0.000426750793320167,10.4699909237435
8927.45344711735,24,-0.000987510351039706,0.000426865278554583,10.4690976762926
8930,24,-0.000986882177915565,0.000426980060531564,10.4682009739734
8932.54655288265,24,-0.000986276582785596,0.000427090716978961,10.4673354190039
8935,24,-0.000985712492092657,0.000427193789591341,10.4665282274912
8937.45344711735,24,-0.000985167991468651,0.000427293282638223,10.4657481913556
8940,24,-0.000984622079514068,0.000427393033568335,10.4649652669311
8942.54655288265,24,-0.000984095788897067,0.000427489199219434,10.4642096599865
8945,24,-0.000983605567585601,0.000427578774161637,10.4635051109919
8947.45344711735,24,-0.000983132370964321,0.000427665238293265,10.4628243634418
8950,24,-0.000982657947830469,0.000427751926537534,10.4621411931968
8952.54655288265,24,-0.000982200576560728,0.000427835499005915,10.4614819528686
8955,24,-0.000981774551211925,0.000427913343838654,10.4608673410788
8957.45344711735,24,-0.000981363321118663,0.000427988485230866,10.4602735678272
8960,24,-0.000980951025128359,0.000428063821387492,10.4596777558848
8962.54655288265,24,-0.000980553548009013,0.000428136449788501,10.4591028846015
8965,24,-0.0009801833119675,0.000428204100605069,10.4585669928651
8967.45344711735,24,-0.000979825933698089,0.000428269402004821,10.4580493279367
8970,24,-0.000979467629114076,0.000428334872663997,10.4575299422059
8972.54655288265,24,-0.000979122202825072,0.00042839799015634,10.4570288647286
8975,24,-0.00097880045031241,0.000428456781893972,10.4565618106426
8977.45344711735,24,-0.000978489871807724,0.000428513531878022,10.4561106855464
8980,24,-0.000978178488292133,0.000428570428956463,10.4556581037817
8982.54655288265,24,-0.00097787829661989,0.000428625281022381,10.4552215162002
8985,24,-0.000977598678571411,0.000428676373804244,10.4548146091493
8987.45344711735,24,-0.000977328771260785,0.000428725692206328,10.4544216127596
8990,24,-0.000977058164357865,0.000428775138440349,10.4540273799745
8992.54655288265,24,-0.000976797283692574,0.000428822807462418,10.4536471102405
8995,24,-0.000976554282472822,0.000428867209490044,10.4532927197073
8997.45344711735,24,-0.000976319720340445,0.000428910069498288,10.4529504695106
9000,24,-0.000976084550229501,0.000428953040598488,10.4526071672686
9002.54655288265,24,-0.000975857832675966,0.000428994467218016,10.4522760476392
9005,24,-0.000975646653200527,0.000429033054665898,10.4519674830194
9007.45344711735,24,-0.000975442807688461,0.000429070302026497,10.4516695078444
9010,24,-0.000975238433814458,0.000429107645931226,10.4513706354375
9012.54655288265,24,-0.00097504140560992,0.000429143647609694,10.4510823867376
9015,24,-0.00097485788072518,0.000429177181914627,10.4508137884825
9017.45344711735,24,-0.000974680729399139,0.000429209551620758,10.450554422456
9020,24,-0.000974503118901755,0.000429242005228273,10.4502942896302
9022.54655288265,24,-0.000974331892136212,0.000429273292378114,10.4500434169235
9025,24,-0.00097417240038992,0.000429302435264442,10.4498096585547
9027.45344711735,24,-0.000974018447565548,0.000429330566059702,10.44958394578
9030,24,-0.000973864095699708,0.000429358769769207,10.4493575764337
9032.54655288265,24,-0.000973715291596728,0.000429385959772196,10.4491392754872
9035,24,-0.000973576685776753,0.000429411286309461,10.4489358758547
9037.45344711735,24,-0.000973442893540128,0.000429435733292043,10.4487394851512
9040,24,-0.000973308754517722,0.000429460243640529,10.4485425312952
9042.54655288265,24,-0.000973179436761858,0.000429483873030432,10.4483526050991
9045,24,-0.00097305898179301,0.000429505882981081,10.4481756501531
9047.45344711735,24,-0.000972942710054222,0.000429527128557391,10.4480047991124
9050,24,-0.000972826136942299,0.000429548429201649,10.4478334643024
9052.54655288265,24,-0.00097271375373749,0.000429568964251513,10.4476682488504
9055,24,-0.000972609072710945,0.000429588091932589,10.4475143221479
9057.45344711735,24,-0.000972508027107838,0.000429606555336456,10.4473657097261
9060,24,-0.000972406719597319,0.000429625066596957,10.4472166811553
9062.54655288265,24,-0.000972309053312911,0.000429642912519964,10.4470729796681
9065,24,-0.000972218080583241,0.000429659535373381,10.4469391008327
9067.45344711735,24,-0.000972130267207319,0.000429675580938698,10.4468098476962
9070,24,-0.000972042226221553,0.000429691668093677,10.4466802361389
9072.54655288265,24,-0.000971957349632331,0.000429707177039118,10.4465552609325
9075,24,-0.000971878290056619,0.00042972162307963,10.4464388312977
9077.45344711735,24,-0.000971801976107732,0.000429735567429663,10.4463264271647
9080,24,-0.000971725464355198,0.000429749547923066,10.4462137139934
9082.54655288265,24,-0.000971651702611914,0.000429763025925219,10.4461050352211
9085,24,-0.000971582996126637,0.000429775580213055,10.4460037899289
9087.45344711735,24,-0.000971516675720052,0.000429787698508298,10.4459060471856
9090,24,-0.000971450183412805,0.000429799848213828,10.4458080377245
9092.54655288265,24,-0.000971386080992784,0.000429811561230855,10.4457135382722
9095,24,-0.000971326371829452,0.000429822471496748,10.4456255041383
9097.45344711735,24,-0.000971268736280594,0.000429833002864595,10.4455405170589
9100,24,-0.000971210951341986,0.000429843561529457,10.4454552995895
9102.54655288265,24,-0.000971155243327647,0.000429853740691497,10.4453731354514
9105,24,-0.000971103353259753,0.00042986322222509,10.4452965939665
9107.45344711735,24,-0.000971053265260249,0.000429872374478481,10.4452227029154
9110,24,-0.000971003047434034,0.000429881550454261,10.4451486127036
9112.54655288265,24,-0.000970954634552577,0.00042989039662426,10.4450771782245
9115,24,-0.000970909539645935,0.000429898636522367,10.4450106331093
9117.45344711735,24,-0.000970866010821381,0.00042990659026051,10.4449463931602
9120,24,-0.000970822369171316,0.000429914564614522,10.4448819809319
9122.54655288265,24,-0.000970780296103037,0.000429922252351818,10.4448198783565
9125,24,-0.000970741106510741,0.000429929413210359,10.4447620271463
9127.45344711735,24,-0.000970703277917349,0.000429936325382448,10.444706180605
9130,24,-0.000970665351273287,0.000429943255470696,10.4446501849505
9132.54655288265,24,-0.000970628787800485,0.000429949936475554,10.4445961977751
9135,24,-0.00097059473020377,0.000429956159598021,10.4445459069573
9137.45344711735,24,-0.000970561855379037,0.00042996216660028,10.4444973593276
9140,24,-0.000970528895343667,0.000429968189172523,10.4444486825691
9142.54655288265,24,-0.000970497119968158,0.000429973995279597,10.4444017522423
9145,24,-0.000970467522316688,0.000429979403465365,10.4443580355249
9147.45344711735,24,-0.000970438952549634,0.000429984623832519,10.4443158345031
9150,24,-0.000970410308730533,0.000429989857730721,10.4442735216083
9152.54655288265,24,-0.000970382694436504,0.000429994903510522,10.4442327271768
9155,24,-0.000970356972686966,0.000429999603478015,10.444194726506
9157.45344711735,24,-0.000970332144217274,0.000430004140222309,10.4441580436377
9160,24,-0.000970307251392873,0.000430008688725719,10.4441212638078
9162.54655288265,24,-0.000970283253274124,0.000430013073745402,10.4440858041473
9165,24,-0.000970260899865445,0.000430017158237944,10.4440527731387
9167.45344711735,24,-0.000970239322758915,0.000430021100881859,10.4440208878097
9170,24,-0.00097021768972512,0.000430025053744997,10.4439889184141
9172.54655288265,24,-0.000970196834232567,0.000430028864533097,10.4439580967257
9175,24,-0.000970177408070328,0.000430032414148993,10.443929386211
9177.45344711735,24,-0.000970158656551125,0.000430035840491768,10.4439016716836
9180,24,-0.000970139856428502,0.000430039275715529,10.4438738842477
9182.54655288265,24,-0.000970121732025744,0.000430042587469408,10.4438470945391
9185,24,-0.000970104849778176,0.000430045672252372,10.4438221399635
9187.45344711735,24,-0.000970088553827097,0.000430048649905203,10.443798051203
9190,24,-0.000970072215637364,0.000430051635276028,10.4437738991943
9192.54655288265,24,-0.000970056464679937,0.000430054513345725,10.4437506144962
9195,24,-0.000970041793213722,0.000430057194167034,10.4437289249351
9197.45344711735,24,-0.0009700276312667,0.000430059781887226,10.4437079880008
9200,24,-0.000970013432612302,0.000430062376314717,10.4436869961862
9202.54655288265,24,-0.000969999744290365,0.000430064877492486,10.4436667582854
9205,24,-0.000969986994097002,0.000430067207252141,10.4436479068756
9207.45344711735,24,-0.000969974686699754,0.000430069456102551,10.4436297096795
9210,24,-0.000969962347402072,0.000430071710781919,10.4436114648542
9212.54655288265,24,-0.000969950451607272,0.000430073884422898,10.4435938753515
9215,24,-0.000969939371090273,0.000430075909093484,10.4435774909575
9217.45344711735,24,-0.000969928675383899,0.000430077863450134,10.4435616752159
9220,24,-0.00096991795195455,0.000430079822872423,10.443545818131
9222.54655288265,24,-0.00096990761395004,0.000430081711868546,10.4435305306552
9225,24,-0.000969897984460239,0.000430083471402397,10.4435162906133
9227.45344711735,24,-0.000969888689388947,0.000430085169830136,10.4435025448403
9230,24,-0.000969879370225088,0.000430086872660153,10.4434887631748
9232.54655288265,24,-0.00096987038601352,0.000430088514286523,10.4434754766039
9235,24,-0.000969862017534518,0.000430090043404098,10.4434631004068
9237.45344711735,24,-0.000969853939680911,0.00043009151941759,10.4434511538152
9240,24,-0.000969845840889731,0.000430092999256869,10.4434391760591
9242.54655288265,24,-0.000969838033187827,0.000430094425907303,10.4434276286223
9245,24,-0.000969830760586448,0.000430095754782309,10.4434168724216
9247.45344711735,24,-0.00096982374055219,0.000430097037507372,10.4434064896159
9250,24,-0.000969816702322197,0.000430098323557224,10.4433960797477
9252.54655288265,24,-0.000969809917062459,0.000430099563383471,10.4433860438915
9255,24,-0.000969803596830216,0.000430100718238278,10.4433766957163
9257.45344711735,24,-0.000969797496090666,0.000430101832986617,10.4433676720746
9259.99999999988,24,-0.000969791379538167,0.000430102950624352,10.4433586249301
9260,29.6,-0.000969791379538167,0.000430102950624352,10.4433586249301
9260.00000000012,29.6,-0.000969791379538619,0.00043010295062427,10.4433586249308
9262.54655288276,29.6,-0.000979679010659279,0.000428296248293223,10.4578363993908
9265,29.6,-0.000988847364435863,0.000426620974818932,10.4710024350005
9267.45344711724,29.6,-0.000997655334889044,0.000425011551838306,10.4834227972367
9270,29.6,-0.0010064451819419,0.000423405440428389,10.4956002916872
9272.54655288276,29.6,-0.00101487750186108,0.000421864657619222,10.507083369282
9275,29.6,-0.00102269641128734,0.000420435959307737,10.5175609228361
9277.45344711724,29.6,-0.00103020798041751,0.000419063419283572,10.5274757591539
9280,29.6,-0.00103770409364043,0.000417693703416509,10.5372258731922
9282.54655288276,29.6,-0.00104489530236862,0.000416379700758672,10.5464466406841
9285,29.6,-0.00105156338544066,0.000415161285439283,10.5548827285897
9287.45344711724,29.6,-0.00105796936410478,0.000413990762748473,10.5628858736482
9290,29.6,-0.0010643621617397,0.00041282264854114,10.5707752859864
9292.54655288276,29.6,-0.00107049493225459,0.000411702047393119,10.5782540366213
9295,29.6,-0.00107618157337443,0.000410662964559056,10.585111493247
9297.45344711724,29.6,-0.00108164468792933,0.00040966472527599,10.5916304791823
9300,29.6,-0.0010870965615051,0.000408668539983708,10.59806972232
9302.54655288276,29.6,-0.00109232668005816,0.000407712874540068,10.6041856775145
9305,29.6,-0.00109717633278091,0.000406826729135571,10.6098037747562
9307.45344711724,29.6,-0.00110183535870105,0.000405975415723127,10.615153684597
9310,29.6,-0.00110648479814581,0.00040512585398479,10.6204469095808
9312.54655288276,29.6,-0.00111094512158572,0.000404310848180289,10.6254824767369
9315,29.6,-0.00111508097806682,0.000403555130106455,10.6301151087287
9317.45344711724,29.6,-0.00111905426515542,0.000402829117277166,10.6345328276751
9320,29.6,-0.00112301937675423,0.000402104598301792,10.6389097423389
9322.54655288276,29.6,-0.00112682320739148,0.00040140954914438,10.643079162763
9325,29.6,-0.00113035032774632,0.000400765061451705,10.6469197578564
9327.45344711724,29.6,-0.00113373880648823,0.000400145906836509,10.6505864823475
9330,29.6,-0.00113712031305,0.000399528026202307,10.6542234885974
9332.54655288276,29.6,-0.00114036427679205,0.000398935277870269,10.6576919274888
9335,29.6,-0.00114337225786063,0.000398385649112679,10.6608901562444
9337.45344711724,29.6,-0.00114626200328511,0.000397857624783008,10.6639465827712
9340,29.6,-0.00114914580272992,0.00039733068692341,10.6669811256807
9342.54655288276,29.6,-0.00115191230359793,0.000396825182267535,10.6698777085417
9345,29.6,-0.00115447755490742,0.000396356450630603,10.6725509582939
9347.45344711724,29.6,-0.00115694197308865,0.000395906143573397,10.6751077712264
9350,29.6,-0.00115940132044936,0.000395456763074142,10.6776483004029
9352.54655288276,29.6,-0.00116176063382685,0.000395025661132053,10.6800752115912
9355,29.6,-0.00116394831856647,0.000394625919771314,10.6823166361041
9357.45344711724,29.6,-0.00116605001130401,0.000394241891168131,10.6844619014121
9360,29.6,-0.00116814737956987,0.000393858652747448,10.686594928076
9362.54655288276,29.6,-0.0011701594373565,0.000393491002554096,10.6886338882088
9365,29.6,-0.00117202512767007,0.000393150097134244,10.690518165355
9367.45344711724,29.6,-0.00117381748271625,0.000392822591789386,10.692322643061
9370,29.6,-0.00117560614978821,0.000392495760324,10.6941178335165
9372.54655288276,29.6,-0.00117732206280569,0.000392182222732365,10.6958347956286
9375,29.6,-0.00117891315144981,0.00039189149348416,10.697422319844
9377.45344711724,29.6,-0.00118044169867948,0.000391612192020619,10.6989433484099
9380,29.6,-0.00118196710074949,0.000391333465251584,10.7004572638005
9382.54655288276,29.6,-0.00118343045707212,0.000391066075697204,10.701905875688
9385,29.6,-0.0011847873612995,0.000390818137439729,10.7032458612849
9387.45344711724,29.6,-0.00118609092927187,0.000390579944968183,10.7045302439168
9390,29.6,-0.00118739181500498,0.00039034224260472,10.7058091296868
9392.54655288276,29.6,-0.00118863978719539,0.000390114208787726,10.7070333262986
9395,29.6,-0.0011897969754445,0.000389902763328078,10.7081661395572
9397.45344711724,29.6,-0.00119090867773647,0.000389699629220645,10.7092523208538
9400,29.6,-0.00119201809257461,0.000389496913084727,10.7103342177458
9402.54655288276,29.6,-0.00119308238195099,0.000389302442430054,10.7113701899018
9405,29.6,-0.00119406924942245,0.00038912211857499,10.7123291260575
9407.45344711724,29.6,-0.00119501732578836,0.000388948882765585,10.7132488559
9410,29.6,-0.00119596345137938,0.000388776003408547,10.7141652188353
9412.54655288276,29.6,-0.00119687109330071,0.000388610155921418,10.7150429278175
9415,29.6,-0.00119771270866189,0.00038845637303689,10.7158555823389
9417.45344711724,29.6,-0.00119852124238723,0.000388308634943866,10.7166352036654
9420,29.6,-0.00119932811246253,0.000388161200838759,10.7174121583446
9422.54655288276,29.6,-0.0012001021630879,0.000388019763617636,10.718156514964
9425,29.6,-0.00120081990527381,0.000387888615270317,10.7188458540276
9427.45344711724,29.6,-0.00120150943494518,0.000387762622011733,10.7195073108025
9430,29.6,-0.00120219754583087,0.000387636887998598,10.7201666398819
9432.54655288276,29.6,-0.00120285766779808,0.000387516268217947,10.7207984322425
9435,29.6,-0.00120346976908472,0.000387404422942985,10.7213836371734
9437.45344711724,29.6,-0.00120405781031639,0.000387296974004909,10.7219452714394
9440,29.6,-0.00120464464158638,0.000387189746155237,10.7225051962154
9442.54655288276,29.6,-0.00120520760348747,0.000387086879799628,10.7230418268445
9445,29.6,-0.00120572961263291,0.000386991496473898,10.7235389665677
9447.45344711724,29.6,-0.00120623110300308,0.000386899862410114,10.7240161545366
9450,29.6,-0.00120673156149982,0.000386808416893831,10.7244919601148
9452.54655288276,29.6,-0.00120721166384123,0.000386720690925013,10.7249480367552
9455,29.6,-0.00120765684105922,0.000386639346596158,10.7253706078466
9457.45344711724,29.6,-0.00120808451955834,0.000386561199694048,10.7257762717417
9460,29.6,-0.00120851131806033,0.000386483213588071,10.7261808110576
9462.54655288276,29.6,-0.00120892075652817,0.000386408399567885,10.7265686238809
9465,29.6,-0.00120930041032763,0.000386339027905844,10.7269279875864
9467.45344711724,29.6,-0.00120966514095754,0.000386272383057223,10.7272730105517
9470,29.6,-0.00121002912111272,0.000386205875337954,10.7276171136402
9472.54655288276,29.6,-0.00121037829637075,0.000386142072820958,10.7279470234042
9475,29.6,-0.00121070207081747,0.000386082911628506,10.7282527616776
9477.45344711724,29.6,-0.00121101311856167,0.000386026075903381,10.7285463263227
9480,29.6,-0.00121132352628978,0.000385969357124221,10.7288391347681
9482.54655288276,29.6,-0.00121162130817985,0.000385914945382079,10.7291198904894
9485,29.6,-0.00121189742787758,0.000385864491831027,10.7293800977945
9487.45344711724,29.6,-0.00121216269405277,0.000385816021473342,10.7296299640362
9490,29.6,-0.00121242741441266,0.000385767650848928,10.7298792058208
9492.54655288276,29.6,-0.00121268136726875,0.000385721247700239,10.7301182061819
9495,29.6,-0.00121291684628276,0.000385678220156197,10.7303397299126
9497.45344711724,29.6,-0.00121314306925018,0.000385636883909165,10.7305524641668
9500,29.6,-0.00121336882673813,0.000385595632716158,10.730764680661
9502.54655288276,29.6,-0.00121358540153757,0.00038555605941592,10.73096819015
9505,29.6,-0.00121378622156776,0.000385519364881885,10.7311568296368
9507.45344711724,29.6,-0.0012139791479028,0.000385484112711272,10.7313379947295
9510,29.6,-0.00121417167726997,0.000385448933076007,10.7315187289729
9512.54655288276,29.6,-0.00121435637550283,0.000385415184372826,10.7316920573466
9515,29.6,-0.00121452763783251,0.000385383890724583,10.731852729254
9517.45344711724,29.6,-0.00121469216830072,0.00038535382714547,10.7320070424031
9520,29.6,-0.00121485636022879,0.000385323825425587,10.7321609958723
9522.54655288276,29.6,-0.00121501387364822,0.000385295044026019,10.7323086477143
9525,29.6,-0.00121515992872818,0.000385268356334074,10.732445523992
9527.45344711724,29.6,-0.00121530024277584,0.000385242717663508,10.7325769886806
9530,29.6,-0.0012154402681114,0.00038521713174742,10.7327081522496
9532.54655288276,29.6,-0.00121557459791476,0.000385192586538774,10.7328339520055
9535,29.6,-0.00121569915587459,0.000385169826875349,10.7329505753053
9537.45344711724,29.6,-0.00121581881779609,0.000385147961833069,10.7330625916879
9540,29.6,-0.00121593823349959,0.000385126141780597,10.7331743553474
9542.54655288276,29.6,-0.00121605279196792,0.000385105209259021,10.7332815521485
9545,29.6,-0.00121615901686172,0.000385085799477153,10.7333809326452
9547.45344711724,29.6,-0.0012162610663407,0.000385067152641597,10.7334763902221
9550,29.6,-0.00121636290584127,0.000385048544174024,10.7335716352304
9552.54655288276,29.6,-0.00121646060301895,0.000385030692606091,10.733662990985
9555,29.6,-0.00121655119319944,0.00038501413965339,10.7337476877873
9557.45344711724,29.6,-0.00121663822252363,0.000384998237352732,10.7338290433692
9560,29.6,-0.00121672507277509,0.000384982367772864,10.7339102198159
9562.54655288276,29.6,-0.00121680839039154,0.000384967143688346,10.733988083393
9565,29.6,-0.00121688564705435,0.000384953027082349,10.7340602731341
9567.45344711724,29.6,-0.00121695986696556,0.000384939465362159,10.7341296165586
9570,29.6,-0.00121703393416087,0.00038492593154675,10.7341988087722
9572.54655288276,29.6,-0.00121710498867213,0.000384912948219444,10.7342651785857
9575,29.6,-0.00121717087431134,0.000384900909366408,10.7343267133127
9577.45344711724,29.6,-0.0012172341701633,0.0003848893437283,10.734385822929
9579.99999999988,29.6,-0.00121729733577685,0.000384877801887807,10.734444804722
9580,21.4,-0.00121729733577686,0.000384877801887806,10.734444804722
9580.00000000012,21.4,-0.00121729733577627,0.000384877801887913,10.7344448047214
9582.54655288288,21.4,-0.00120451963310628,0.000387212588139298,10.7223859657692
9585,21.4,-0.0011925925293155,0.000389391950006509,10.7108936036376
9587.45344711712,21.4,-0.00118105414390132,0.000391500283900635,10.6995516589706
9590,21.4,-0.00116946079358664,0.000393618661172456,10.6879267114913
9592.54655288288,21.4,-0.00115825851651067,0.0003956655801826,10.6764691380455
9595,21.4,-0.00114780196380925,0.000397576237842643,10.6655689715858
9597.45344711712,21.4,-0.00113768620249039,0.000399424624916559,10.6548299860178
9600,21.4,-0.00112752225316303,0.000401281817070906,10.6438422799353
9602.54655288288,21.4,-0.00111770115973787,0.000403076361402923,10.6330319599117
9605,21.4,-0.0011085338466738,0.000404751444714604,10.6227653413832
9607.45344711712,21.4,-0.00109966530715228,0.000406371935085954,10.6126675729725
9610,21.4,-0.00109075452095804,0.000408000144916208,10.6023535040029
9612.54655288288,21.4,-0.00108214431828124,0.000409573431081228,10.592223338921
9615,21.4,-0.00107410728818018,0.00041104198516067,10.5826186723575
9617.45344711712,21.4,-0.00106633219436712,0.000412462677330992,10.573187198309
9620,21.4,-0.00105852006268069,0.000413890137190291,10.5635692963682
9622.54655288288,21.4,-0.00105097145409646,0.000415269445192262,10.5541382298275
9625,21.4,-0.00104392534883161,0.000416556934040851,10.5452104293784
9627.45344711712,21.4,-0.00103710888444587,0.000417802462109699,10.5364568908285
9630,21.4,-0.00103025994876772,0.000419053923445977,10.5275438466641
9632.54655288288,21.4,-0.0010236420451368,0.000420263169803443,10.5188171736717
9635,21.4,-0.00101746468872788,0.000421391917841015,10.5105682141921
9637.45344711712,21.4,-0.00101148865964847,0.00042248387864906,10.5024915967598
9640,21.4,-0.00100548416282145,0.000423581041182911,10.4942792968089
9642.54655288288,21.4,-0.000999682212968107,0.000424641193629612,10.486249905035
9645,21.4,-0.000994266493110341,0.000425630772788858,10.4786701951521
9647.45344711712,21.4,-0.000989027277948781,0.000426588100396424,10.4712583529168
9650,21.4,-0.000983763104967757,0.000427549988383524,10.4637316012394
9652.54655288288,21.4,-0.0009786765059512,0.000428479429438531,10.4563818118468
9655,21.4,-0.000973928516740887,0.000429346998532621,10.4494520637492
9657.45344711712,21.4,-0.000969335270097612,0.000430186292526925,10.4426836611792
9660,21.4,-0.000964720142806771,0.000431029584629218,10.4358182552917
9662.54655288288,21.4,-0.000960260695515905,0.000431844430340719,10.4291219395908
9665,21.4,-0.000956098109168511,0.000432605032588643,10.4228152353404
9667.45344711712,21.4,-0.000952071186418564,0.000433340845912429,10.4166618218278
9670,21.4,-0.000948025080793341,0.000434080164397872,10.4104267038521
9672.54655288288,21.4,-0.000944115460617802,0.00043479454378748,10.4043514171622
9675,21.4,-0.000940466099944892,0.000435461367656019,10.3986352418603
9677.45344711712,21.4,-0.000936935676239519,0.000436106458948386,10.3930632494123
9680,21.4,-0.000933388434809592,0.000436754623233848,10.3874225364467
9682.54655288288,21.4,-0.000929960850869247,0.000437380923286843,10.3819314948291
9685,21.4,-0.000926761437761741,0.000437965531172066,10.3767695884469
9687.45344711712,21.4,-0.000923666297300052,0.000438531085996958,10.3717421233752
9690,21.4,-0.000920556412653505,0.000439099334930563,10.3666569020342
9692.54655288288,21.4,-0.000917551432338124,0.000439648415380095,10.3617107052051
9695,21.4,-0.000914746490555179,0.000440160944093581,10.3570646559456
9697.45344711712,21.4,-0.000912032965132436,0.000440656768891937,10.3525430221194
9700,21.4,-0.000909306513407656,0.000441154955629137,10.3479728565974
9702.54655288288,21.4,-0.000906672031844846,0.000441636337258623,10.3435309195168
9705,21.4,-0.00090421292508328,0.000442085673794766,10.3393614736883
9707.45344711712,21.4,-0.000901833963510771,0.000442520365923352,10.3353064121292
9710,21.4,-0.000899443669383365,0.000442957128775765,10.3312105591388
9712.54655288288,21.4,-0.00089713400596585,0.000443379158504567,10.3272322537961
9715,21.4,-0.0008949780945307,0.00044377309413666,10.3235003503806
9717.45344711712,21.4,-0.000892892446791402,0.000444154190941986,10.3198730090408
9720,21.4,-0.000890796863743449,0.000444537103161448,10.3162113591046
9722.54655288288,21.4,-0.000888771970049937,0.000444907098776327,10.3126568903221
9725,21.4,-0.00088688187150324,0.000445252464153387,10.3093244466239
9727.45344711712,21.4,-0.000885053373496922,0.000445586573665566,10.3060871094331
9730,21.4,-0.000883216165154852,0.000445922274760573,10.3028208870155
9732.54655288288,21.4,-0.000881440930530218,0.000446246651802489,10.2996519365188
9735,21.4,-0.000879783871498023,0.000446549435389337,10.2966824191808
9737.45344711712,21.4,-0.000878180817973637,0.000446842350902057,10.2937990294614
9740,21.4,-0.000876570128053491,0.000447136661763557,10.2908912889276
9742.54655288288,21.4,-0.00087501377080738,0.00044742104476998,10.2880714648795
9745,21.4,-0.000873561018705657,0.000447686496684253,10.2854302821203
9747.45344711712,21.4,-0.000872155613507967,0.000447943297207629,10.282866795959
9750,21.4,-0.00087074351344318,0.000448201321040394,10.2802827498832
9752.54655288288,21.4,-0.000869379047110725,0.000448450641071996,10.277777877772
9755,21.4,-0.000868105411936567,0.000448683364118596,10.2754326267755
9757.45344711712,21.4,-0.000866873286034562,0.000448908502446687,10.2731572294774
9760,21.4,-0.000865635290708442,0.000449134713256357,10.2708644427884
9762.54655288288,21.4,-0.000864439056118309,0.000449353293399173,10.2686427301462
9765,21.4,-0.000863322453667739,0.000449557322880621,10.2665633299437
9767.45344711712,21.4,-0.000862242242607695,0.000449754702800684,10.2645465448844
9770,21.4,-0.000861156885793603,0.000449953022970814,10.2625150242104
9772.54655288288,21.4,-0.000860108140829661,0.00045014465329641,10.2605471273799
9775,21.4,-0.000859129209768462,0.000450323526983,10.2587058633875
9777.45344711712,21.4,-0.000858182183224872,0.000450496570965223,10.2569205783627
9780,21.4,-0.000857230645372474,0.000450670439269473,10.2551227815419
9782.54655288288,21.4,-0.000856311205315761,0.000450838442552914,10.2533817983426
9785,21.4,-0.000855452971463516,0.000450995262025901,10.251753300532
9787.45344711712,21.4,-0.000854622708464517,0.000451146970567347,10.2501747325772
9790,21.4,-0.000853788490378086,0.000451299401796117,10.2485855190912
9792.54655288288,21.4,-0.000852982412592776,0.000451446691131242,10.2470469271059
9795,21.4,-0.000852229994598972,0.000451584175562724,10.2456080998997
9797.45344711712,21.4,-0.000851502098794813,0.000451717179214467,10.2442137157637
9800,21.4,-0.000850770735545338,0.000451850816449871,10.24281025502
9802.54655288288,21.4,-0.000850064043041324,0.000451979945760902,10.2414518115176
9805,21.4,-0.000849404394350097,0.00045210047906292,10.2401817300331
9807.45344711712,21.4,-0.000848766244387553,0.000452217084042496,10.2389511361373
9810,21.4,-0.000848125054498023,0.000452334244488099,10.2377127871711
9812.54655288288,21.4,-0.000847505493576818,0.000452447452813421,10.2365144034437
9815,21.4,-0.000846927176206127,0.000452553124973816,10.2353941877046
9817.45344711712,21.4,-0.000846367706880479,0.000452655353153898,10.2343090005325
9820,21.4,-0.000845805572435345,0.000452758068313879,10.2332171738133
9822.54655288288,21.4,-0.000845262400217011,0.000452857318629859,10.2321607739486
9825,21.4,-0.000844755386429686,0.000452949961951627,10.2311734501348
9827.45344711712,21.4,-0.000844264896819543,0.000453039585918296,10.2302171555533
9830,21.4,-0.000843772070685559,0.000453129636822724,10.2292551651619
9832.54655288288,21.4,-0.000843295868832487,0.000453216650080753,10.2283245369587
9835,21.4,-0.000842851367260226,0.000453297870953271,10.2274548926348
9837.45344711712,21.4,-0.000842421352518347,0.000453376444741781,10.2266127006205
9840,21.4,-0.000841989289334103,0.0004534553928288,10.2257656130501
9842.54655288288,21.4,-0.000841571800741691,0.000453531677795734,10.2249462568789
9845,21.4,-0.000841182103947084,0.00045360288454876,10.2241806953928
9847.45344711712,21.4,-0.00084080510783053,0.00045367177058974,10.2234393949746
9850,21.4,-0.000840426315834113,0.000453740984780131,10.2226938791764
9852.54655288288,21.4,-0.000840060301456659,0.000453807864199567,10.2219728590357
9855,21.4,-0.000839718652290033,0.000453870291522978,10.2212992568637
9857.45344711712,21.4,-0.000839388137872608,0.000453930684266308,10.220647074752
9860,21.4,-0.00083905604899815,0.000453991364699899,10.2199912567264
9862.54655288288,21.4,-0.000838735162327382,0.00045404999822789,10.219357056505
9865,21.4,-0.000838435636761168,0.000454104728580599,10.2187646261883
9867.45344711712,21.4,-0.000838145873086348,0.000454157675206576,10.2181910914961
9870,21.4,-0.000837854729077019,0.000454210874052074,10.2176144156897
9872.54655288288,21.4,-0.000837573406096777,0.000454262278364995,10.2170568026661
9875,21.4,-0.000837310810505804,0.000454310260744247,10.216535963097
